word,stem,onset,offset,word_freq
opposite,opposite,594.699,595.1,68.565
direction,direction,595.1,595.683,127.65
are,are,596.526,596.621,4685
they,they,596.621,596.751,3117.2
back,back,596.751,597.001,514.72
already,already,597.001,597.566,250.93
asked,asked,597.92,598.175,219.97
the,the,598.175,598.275,67225
little,little,598.275,598.505,560.69
prince,prince,598.505,599.014,68.37
these,these,599.568,599.763,1653.2
aren,are,599.763,599.913,4685
t,not,599.913,599.943,5726.1
the,the,599.943,600.003,67225
same,same,600.003,600.263,790.7
ones,ones,600.263,600.743,87.109
said,said,601.017,601.202,959.68
the,the,601.202,601.282,67225
switchman,switchman,601.282,601.797,0.06585
it,it,602.156,602.271,7267.4
s,is,602.271,602.321,10615
an,an,602.321,602.391,3451.6
exchange,exchange,602.391,603.211,96.726
weren,were,603.964,604.219,2874.6
t,not,604.219,604.269,5726.1
they,they,604.269,604.349,3117.2
happy,happy,604.349,604.789,74.906
where,where,604.789,604.999,850.35
they,they,604.999,605.149,3117.2
were,were,605.149,605.494,2874.6
no,no,606.282,606.447,1773.3
one,one,606.447,606.587,2720.8
is,is,606.587,606.737,10615
ever,ever,606.737,606.937,262.86
happy,happy,606.937,607.327,74.906
where,where,607.327,607.517,850.35
they,they,607.517,607.717,3117.2
are,are,607.717,607.957,4685
said,said,608.201,608.386,959.68
the,the,608.386,608.476,67225
switchman,switchman,608.476,609.011,0.06585
a,a,609.884,609.959,19384
third,third,609.959,610.549,208.59
brilliantly,brilliantly,610.549,611.179,3.1833
lit,lit,611.179,611.339,15.388
express,express,611.339,611.959,62.473
thundered,thundered,611.959,612.339,1.3979
by,by,612.339,612.648,5954.5
are,are,613.536,613.681,4685
they,they,613.681,613.841,3117.2
chasing,chasing,613.841,614.311,3.495
after,after,614.311,614.611,1015.7
the,the,614.611,614.701,67225
first,first,614.701,615.121,1168.8
travelers,travelers,615.121,615.775,6.1669
asked,asked,616.07,616.365,219.97
the,the,616.365,616.425,67225
little,little,616.425,616.655,560.69
prince,prince,616.655,617.114,68.37
they,they,617.838,617.983,3117.2
aren,are,617.983,618.183,4685
t,not,618.183,618.233,5726.1
chasing,chasing,618.233,618.583,3.495
after,after,618.583,618.933,1015.7
anything,anything,618.933,619.253,159.32
at,at,619.253,619.393,4321.7
all,all,619.393,619.682,2611.6
said,said,620.007,620.202,959.68
the,the,620.202,620.282,67225
switchman,switchman,620.282,620.786,0.06585
they,they,621.12,621.385,3117.2
re,are,621.385,621.505,4685
asleep,asleep,621.505,621.895,16.355
in,in,621.895,622.045,21385
there,there,622.045,622.26,2055.7
or,or,622.529,622.674,4643.6
if,if,622.674,622.794,1981.4
not,not,622.794,623.074,5726.1
they,they,623.074,623.164,3117.2
re,are,623.164,623.314,4685
yawning,yawning,623.314,623.814,1.3863
only,only,624.363,624.718,1437.3
the,the,624.718,624.818,67225
children,children,624.818,625.278,426.32
are,are,625.278,625.338,4685
squashing,squashing,625.338,625.928,0.12656
their,their,625.928,626.078,2725.8
noses,noses,626.078,626.528,3.0519
up,up,626.528,626.688,1234.9
against,against,626.688,627.018,519.65
the,the,627.018,627.098,67225
windows,windows,627.098,627.682,52.162
only,only,628.56,628.795,1437.3
the,the,628.795,628.905,67225
children,children,628.905,629.535,426.32
know,know,629.535,629.755,513.45
what,what,629.755,629.945,1547.8
they,they,629.945,630.015,3117.2
re,are,630.015,630.145,4685
after,after,630.145,630.555,1015.7
said,said,630.784,630.979,959.68
the,the,630.979,631.059,67225
little,little,631.059,631.359,560.69
prince,prince,631.359,631.794,68.37
they,they,632.093,632.508,3117.2
waste,waste,632.508,632.858,43.793
their,their,632.858,633.018,2725.8
time,time,633.018,633.308,1478.5
with,with,633.308,633.528,6561.8
a,a,633.528,633.638,19384
rag,rag,633.638,633.988,3.5113
doll,doll,633.988,634.248,6.1067
and,and,634.248,634.418,28654
it,it,634.418,634.708,7267.4
becomes,becomes,634.708,635.228,125.05
very,very,635.228,635.538,945.6
important,important,635.538,636.058,403.62
to,to,636.058,636.168,24495
them,them,636.168,636.411,1518.8
and,and,636.905,637.05,28654
if,if,637.05,637.18,1981.4
someone,someone,637.18,637.62,87.747
takes,takes,637.62,637.92,106.53
it,it,637.92,638.06,7267.4
away,away,638.06,638.27,308.57
from,from,638.27,638.55,4392.3
them,them,638.55,638.73,1518.8
they,they,638.73,638.85,3117.2
cry,cry,638.85,639.344,31.283
they,they,640.103,640.228,3117.2
re,are,640.228,640.338,4685
lucky,lucky,640.338,640.772,13.949
said,said,641.122,641.307,959.68
the,the,641.307,641.377,67225
switchman,switchman,641.377,641.896,0.06585
good,good,0.015,0.13,645.62
morning,morning,0.13,0.575,138.82
said,said,0.914,1.089,959.68
the,the,1.089,1.169,67225
little,little,1.169,1.419,560.69
prince,prince,1.419,1.874,68.37
good,good,2.592,2.757,645.62
morning,morning,2.757,3.202,138.82
said,said,3.417,3.602,959.68
the,the,3.602,3.712,67225
merchant,merchant,3.712,4.212,23.58
this,this,4.955,5.22,4844.1
was,was,5.22,5.38,6966.8
a,a,5.38,5.43,19384
merchant,merchant,5.43,5.94,23.58
who,who,5.94,6.04,1854.3
sold,sold,6.04,6.48,62.353
pills,pills,6.48,6.96,4.4315
that,that,6.96,7.09,10130
had,had,7.09,7.22,3312.1
been,been,7.22,7.37,2049.8
created,created,7.37,7.98,102.25
to,to,7.98,8.12,24495
quench,quench,8.12,8.61,1.6325
thirst,thirst,8.61,9.158,7.7066
you,you,9.562,9.667,2959.7
could,could,9.667,9.827,1122.9
take,take,9.827,10.167,479.41
one,one,10.167,10.417,2720.8
pill,pill,10.417,10.657,4.0029
a,a,10.657,10.727,19384
week,week,10.727,11.507,107.28
and,and,11.507,11.597,28654
you,you,11.597,11.717,2959.7
no,no,11.717,11.867,1773.3
longer,longer,11.867,12.207,157.14
felt,felt,12.207,12.507,187.75
the,the,12.507,12.577,67225
need,need,12.577,12.887,346.24
to,to,12.887,12.977,24495
drink,drink,12.977,13.257,42.675
anything,anything,13.257,13.701,159.32
why,why,14.554,14.709,292.22
are,are,14.709,14.749,4685
you,you,14.749,15.009,2959.7
selling,selling,15.009,15.389,33.481
those,those,15.389,15.929,875.7
asked,asked,16.253,16.538,219.97
the,the,16.538,16.638,67225
little,little,16.638,16.848,560.69
prince,prince,16.848,17.323,68.37
it,it,17.826,17.991,7267.4
s,is,17.991,18.031,10615
a,a,18.031,18.091,19384
big,big,18.091,18.281,125.96
time,time,18.281,18.581,1478.5
saver,saver,18.581,18.981,0.76921
said,said,19.255,19.45,959.68
the,the,19.45,19.54,67225
merchant,merchant,19.54,20.39,23.58
experts,experts,20.39,20.95,22.914
have,have,20.95,21.06,3516.4
done,done,21.06,21.3,260.31
calculations,calculations,21.3,22.239,20.592
you,you,22.563,22.718,2959.7
save,save,22.718,23.028,66.066
fifty,fifty,23.028,23.418,60.438
three,three,23.418,23.638,617.57
minutes,minutes,23.638,24.058,102.7
per,per,24.058,24.218,380.33
week,week,24.218,24.542,107.28
and,and,25.515,25.71,28654
what,what,25.71,25.9,1547.8
do,do,25.9,25.99,1413.7
i,i,25.99,26.16,4918.5
do,do,26.16,26.36,1413.7
with,with,26.36,26.57,6561.8
the,the,26.57,26.66,67225
fifty,fifty,26.66,27,60.438
three,three,27,27.26,617.57
minutes,minutes,27.26,27.744,102.7
you,you,28.402,28.537,2959.7
can,can,28.537,28.667,2108.5
do,do,28.667,28.787,1413.7
anything,anything,28.787,29.127,159.32
you,you,29.127,29.217,2959.7
like,like,29.217,29.477,898.72
with,with,29.477,29.597,6561.8
them,them,29.597,29.762,1518.8
myself,myself,30.904,31.689,114.56
the,the,31.929,32.004,67225
little,little,32.004,32.234,560.69
prince,prince,32.234,32.574,68.37
said,said,32.574,32.784,959.68
to,to,32.784,32.894,24495
himself,himself,32.894,33.418,394.85
if,if,33.917,34.072,1981.4
i,i,34.072,34.282,4918.5
had,had,34.282,34.532,3312.1
fifty,fifty,34.532,34.912,60.438
three,three,34.912,35.162,617.57
minutes,minutes,35.162,35.562,102.7
to,to,35.562,35.642,24495
spend,spend,35.642,35.992,39.428
as,as,35.992,36.112,7217.4
i,i,36.112,36.282,4918.5
liked,liked,36.282,36.691,30.647
i,i,37.22,37.395,4918.5
d,would,37.395,37.465,1864.7
walk,walk,37.465,37.785,60.603
very,very,37.785,38.135,945.6
slowly,slowly,38.135,38.665,63.284
toward,toward,38.665,38.925,177.66
a,a,38.925,38.955,19384
spring,spring,38.955,39.305,83.258
of,of,39.305,39.435,39205
fresh,fresh,39.435,39.805,64.241
water,water,39.805,40.239,449.89
we,we,41.394,41.549,2604.7
were,were,41.549,41.729,2874.6
at,at,41.729,41.959,4321.7
the,the,41.959,42.119,67225
eighth,eighth,42.119,42.509,18.406
day,day,42.509,42.769,596.34
since,since,42.769,43.099,470.46
my,my,43.099,43.239,1370.3
accident,accident,43.239,43.839,32.152
in,in,43.839,43.919,21385
the,the,43.919,44.019,67225
desert,desert,44.019,44.558,29.967
and,and,44.818,44.993,28654
i,i,44.993,45.103,4918.5
d,had,45.103,45.193,3312.1
listened,listened,45.193,45.603,19.279
to,to,45.603,45.713,24495
the,the,45.713,45.773,67225
story,story,45.773,46.233,173.18
of,of,46.233,46.343,39205
the,the,46.343,46.413,67225
merchant,merchant,46.413,47.053,23.58
as,as,47.053,47.183,7217.4
i,i,47.183,47.283,4918.5
drank,drank,47.283,47.673,10.105
the,the,47.673,47.783,67225
last,last,47.783,48.163,392.8
drop,drop,48.163,48.373,44.658
of,of,48.373,48.483,39205
my,my,48.483,48.633,1370.3
water,water,48.633,48.933,449.89
supply,supply,48.933,49.411,111.13
ah,ah,50.758,51.413,25.48
i,i,51.413,51.573,4918.5
said,said,51.573,51.823,959.68
to,to,51.823,51.943,24495
the,the,51.943,52.043,67225
little,little,52.043,52.283,560.69
prince,prince,52.283,52.768,68.37
these,these,53.441,53.626,1653.2
memories,memories,53.626,54.086,21.628
of,of,54.086,54.166,39205
yours,yours,54.166,54.516,24.404
are,are,54.516,54.546,4685
very,very,54.546,54.866,945.6
charming,charming,54.866,55.391,13.833
but,but,55.795,55.92,3535.3
i,i,55.92,56.06,4918.5
haven,have,56.06,56.35,3516.4
t,not,56.35,56.38,5726.1
managed,managed,56.38,56.78,41.666
to,to,56.78,56.88,24495
repair,repair,56.88,57.2,24.974
my,my,57.2,57.38,1370.3
plane,plane,57.38,57.73,55.622
yet,yet,57.73,58.03,377.42
i,i,58.523,58.578,4918.5
have,have,58.578,58.738,3516.4
nothing,nothing,58.738,59.068,284.5
left,left,59.068,59.338,388.43
to,to,59.338,59.428,24495
drink,drink,59.428,59.828,42.675
and,and,60.372,60.557,28654
i,i,60.557,60.747,4918.5
too,too,60.747,61.057,490.98
would,would,61.057,61.267,1864.7
be,be,61.267,61.437,6101
happy,happy,61.437,61.857,74.906
if,if,61.857,62.027,1981.4
i,i,62.027,62.167,4918.5
could,could,62.167,62.397,1122.9
walk,walk,62.397,62.697,60.603
slowly,slowly,62.697,63.297,63.284
towards,towards,63.297,63.677,141.18
a,a,63.677,63.727,19384
spring,spring,63.727,64.087,83.258
of,of,64.087,64.207,39205
fresh,fresh,64.207,64.557,64.241
water,water,64.557,64.99,449.89
my,my,66.068,66.223,1370.3
friend,friend,66.223,66.603,130.14
the,the,66.603,66.713,67225
fox,fox,66.713,67.373,21.689
he,he,67.373,67.593,5204.1
said,said,67.593,67.853,959.68
to,to,67.853,68.003,24495
me,me,68.003,68.247,1037.6
my,my,68.81,68.935,1370.3
dear,dear,68.935,69.135,66.518
fellow,fellow,69.135,69.54,56.731
our,our,70.024,70.169,1107.8
situation,situation,70.169,70.869,170.43
has,has,70.869,71.089,2066.4
nothing,nothing,71.089,71.579,284.5
to,to,71.579,71.699,24495
do,do,71.699,71.919,1413.7
with,with,71.919,72.059,6561.8
the,the,72.059,72.139,67225
fox,fox,72.139,72.529,21.689
anymore,anymore,72.529,72.914,8.6982
why,why,73.612,73.787,292.22
not,not,73.787,74.237,5726.1
because,because,74.915,75.23,775.24
we,we,75.23,75.35,2604.7
will,will,75.35,75.5,1880.3
die,die,75.5,75.83,131.86
of,of,75.83,75.9,39205
thirst,thirst,75.9,76.575,7.7066
he,he,77.358,77.423,5204.1
didn,did,77.423,77.653,873.35
t,not,77.653,77.733,5726.1
follow,follow,77.733,78.083,117.59
my,my,78.083,78.293,1370.3
reasoning,reasoning,78.293,78.823,27.889
and,and,78.823,79.133,28654
he,he,79.133,79.243,5204.1
answered,answered,79.243,79.673,54.332
me,me,79.673,79.912,1037.6
it,it,80.591,80.746,7267.4
s,is,80.746,80.806,10615
nice,nice,80.806,81.106,33.758
to,to,81.106,81.216,24495
have,have,81.216,81.316,3516.4
had,had,81.316,81.556,3312.1
a,a,81.556,81.596,19384
friend,friend,81.596,82.06,130.14
even,even,82.385,82.63,857.77
if,if,82.63,82.77,1981.4
you,you,82.77,82.87,2959.7
re,are,82.87,82.94,4685
about,about,82.94,83.17,1355.8
to,to,83.17,83.32,24495
die,die,83.32,83.715,131.86
myself,myself,84.468,85.443,114.56
i,i,85.443,85.603,4918.5
m,am,85.603,85.663,298.9
glad,glad,85.663,85.973,34.208
to,to,85.973,86.093,24495
have,have,86.093,86.193,3516.4
had,had,86.193,86.443,3312.1
a,a,86.443,86.473,19384
fox,fox,86.473,86.903,21.689
as,as,86.903,87.003,7217.4
a,a,87.003,87.053,19384
friend,friend,87.053,87.541,130.14
he,he,88.454,88.519,5204.1
never,never,88.519,88.779,465.17
considers,considers,88.779,89.309,16.728
the,the,89.309,89.379,67225
danger,danger,89.379,90.009,65.642
i,i,90.009,90.159,4918.5
said,said,90.159,90.389,959.68
to,to,90.389,90.499,24495
myself,myself,90.499,91.054,114.56
he,he,91.567,91.672,5204.1
s,has,91.672,91.732,2066.4
never,never,91.732,92.012,465.17
been,been,92.012,92.172,2049.8
hungry,hungry,92.172,92.702,15.307
or,or,92.702,92.822,4643.6
thirsty,thirsty,92.822,93.422,3.1358
a,a,93.816,93.891,19384
little,little,93.891,94.161,560.69
sunshine,sunshine,94.161,94.811,9.5583
is,is,94.811,94.961,10615
all,all,94.961,95.101,2611.6
he,he,95.101,95.231,5204.1
needs,needs,95.231,95.696,147.96
but,but,96.489,96.634,3535.3
he,he,96.634,96.744,5204.1
looked,looked,96.744,97.084,174.06
at,at,97.084,97.184,4321.7
me,me,97.184,97.354,1037.6
and,and,97.354,97.474,28654
replied,replied,97.474,97.864,56.172
to,to,97.864,97.984,24495
my,my,97.984,98.134,1370.3
thought,thought,98.134,98.633,369.81
i,i,99.152,99.257,4918.5
m,am,99.257,99.337,298.9
also,also,99.337,99.677,1315
thirsty,thirsty,99.677,100.222,3.1358
let,let,100.696,100.841,293.13
s,us,100.841,100.931,654.53
look,look,100.931,101.101,249.54
for,for,101.101,101.251,8286.8
a,a,101.251,101.291,19384
well,well,101.291,101.671,855.12
i,i,102.624,102.749,4918.5
made,made,102.749,103.009,933.93
a,a,103.009,103.059,19384
gesture,gesture,103.059,103.629,14.19
of,of,103.629,103.749,39205
weariness,weariness,103.749,104.393,2.8491
it,it,104.633,105.018,7267.4
s,is,105.018,105.058,10615
absurd,absurd,105.058,105.508,13.515
to,to,105.508,105.728,24495
look,look,105.728,105.938,249.54
for,for,105.938,106.078,8286.8
a,a,106.078,106.118,19384
well,well,106.118,106.528,855.12
at,at,106.528,106.708,4321.7
random,random,106.708,107.188,35.111
in,in,107.188,107.318,21385
the,the,107.318,107.398,67225
immensity,immensity,107.398,108.018,1.2158
of,of,108.018,108.098,39205
the,the,108.098,108.198,67225
desert,desert,108.198,108.656,29.967
but,but,109.459,109.644,3535.3
we,we,109.644,109.774,2604.7
started,started,109.774,110.224,101.94
walking,walking,110.224,110.584,38.928
anyway,anyway,110.584,111.039,24.045
when,when,112.496,112.671,1924.1
we,we,112.671,112.801,2604.7
had,had,112.801,112.921,3312.1
walked,walked,112.921,113.271,55.465
for,for,113.271,113.491,8286.8
hours,hours,113.491,113.991,150.89
in,in,113.991,114.121,21385
silence,silence,114.121,114.951,46.381
night,night,114.951,115.321,225.12
fell,fell,115.321,115.69,79.037
and,and,115.919,116.074,28654
the,the,116.074,116.134,67225
stars,stars,116.134,116.634,38.881
began,began,116.634,116.954,206.7
to,to,116.954,117.034,24495
come,come,117.034,117.284,427.51
out,out,117.284,117.604,1327.1
i,i,118.058,118.383,4918.5
saw,saw,118.383,118.683,204.28
them,them,118.683,118.873,1518.8
as,as,118.873,119.013,7217.4
if,if,119.013,119.163,1981.4
in,in,119.163,119.253,21385
a,a,119.253,119.323,19384
dream,dream,119.323,119.857,49.178
as,as,120.067,120.232,7217.4
my,my,120.232,120.402,1370.3
thirst,thirst,120.402,120.772,7.7066
had,had,120.772,120.892,3312.1
made,made,120.892,121.152,933.93
me,me,121.152,121.282,1037.6
feverish,feverish,121.282,121.946,2.5455
the,the,122.869,122.984,67225
little,little,122.984,123.244,560.69
prince,prince,123.244,123.624,68.37
s,s,123.624,123.804,721.52
words,words,123.804,124.314,287.87
danced,danced,124.314,124.734,6.5258
in,in,124.734,124.824,21385
my,my,124.824,124.954,1370.3
memory,memory,124.954,125.419,95.359
so,so,126.032,126.267,1834.7
you,you,126.267,126.497,2959.7
re,are,126.497,126.597,4685
also,also,126.597,126.937,1315
thirsty,thirsty,126.937,127.502,3.1358
i,i,127.756,127.871,4918.5
asked,asked,127.871,128.221,219.97
him,him,128.221,128.421,1494.9
but,but,129.06,129.175,3535.3
he,he,129.175,129.285,5204.1
didn,did,129.285,129.485,873.35
t,not,129.485,129.535,5726.1
reply,reply,129.535,129.915,37.893
to,to,129.915,130.075,24495
my,my,130.075,130.205,1370.3
question,question,130.205,130.784,281.74
he,he,131.138,131.493,5204.1
said,said,131.493,131.813,959.68
simply,simply,131.813,132.378,139.55
water,water,132.986,133.301,449.89
can,can,133.301,133.511,2108.5
be,be,133.511,133.621,6101
good,good,133.621,133.831,645.62
for,for,133.831,133.991,8286.8
the,the,133.991,134.081,67225
heart,heart,134.081,134.451,204.16
too,too,134.451,134.86,490.98
i,i,135.813,135.938,4918.5
didn,did,135.938,136.218,873.35
t,not,136.218,136.268,5726.1
understand,understand,136.268,136.918,141
his,his,136.918,137.088,4572.3
answer,answer,137.088,137.583,138.94
but,but,137.817,137.942,3535.3
i,i,137.942,138.072,4918.5
said,said,138.072,138.343,959.68
nothing,nothing,138.343,138.822,284.5
i,i,139.346,139.451,4918.5
knew,knew,139.451,139.731,184.39
better,better,139.731,140.071,285.07
than,than,140.071,140.211,1500.3
to,to,140.211,140.291,24495
press,press,140.291,140.611,267.94
my,my,140.611,140.741,1370.3
questions,questions,140.741,141.465,153.16
he,he,142.283,142.358,5204.1
was,was,142.358,142.538,6966.8
tired,tired,142.538,142.963,26.09
he,he,143.412,143.497,5204.1
sat,sat,143.497,143.787,78.035
down,down,143.787,144.142,534.99
i,i,144.805,144.94,4918.5
sat,sat,144.94,145.21,78.035
down,down,145.21,145.43,534.99
beside,beside,145.43,145.82,37.626
him,him,145.82,146.035,1494.9
and,and,146.888,147.043,28654
after,after,147.043,147.443,1015.7
a,a,147.443,147.483,19384
silence,silence,147.483,148.043,46.381
he,he,148.043,148.143,5204.1
spoke,spoke,148.143,148.493,61.736
again,again,148.493,148.913,412.97
the,the,150.18,150.255,67225
stars,stars,150.255,150.785,38.881
are,are,150.785,150.845,4685
beautiful,beautiful,150.845,151.435,86.9
because,because,151.435,151.785,775.24
of,of,151.785,151.875,39205
a,a,151.875,151.955,19384
flower,flower,151.955,152.425,27.276
that,that,152.425,152.595,10130
can,can,152.595,152.865,2108.5
t,not,152.865,152.895,5726.1
be,be,152.895,153.035,6101
seen,seen,153.035,153.499,294.73
i,i,154.297,154.402,4918.5
